,batch_num,loss,validation_loss
92,36084,,5.345956068772536
93,36472,,5.318821246807392
94,36860,,5.479877178485577
95,37248,,5.51938981276292
96,37636,,5.479271521935096
97,38024,,5.531138493464543
98,38412,,5.60975823035607
99,38800,,5.395957359900842
100,39188,,5.636526841383714
101,39576,,5.375722444974459
102,39964,,5.71333489051232
103,40352,,5.39344728910006
104,40740,,5.565265362079327
105,41128,,5.557483966533955
106,41516,,5.533263573279748
107,41904,,5.466944767878606
108,42292,,5.528736994816707
109,42680,,5.692645146296575
110,43068,,5.599673931415264
111,43456,,5.588910029484675
112,43844,,5.624285771296575
113,44232,,5.522662236140325
114,44620,,5.6190672654372
115,45008,,5.371250446026142
116,45396,,5.597865178034856
117,45784,,5.923885638897236
118,46172,,5.588630089393029
119,46560,,5.4900688758263225
120,46948,,5.556827838604267
121,47336,,5.822527958796575
122,47724,,5.668395409217248
123,48112,,5.5924835205078125
124,48500,,5.636754549466646
125,48888,,5.54284433218149
126,49276,,5.644732548640325
127,49664,,5.70526123046875
128,50052,,5.6531231219951925
129,50440,,5.523367661696214
130,50828,,5.760772705078125
131,51216,,5.780257591834435
132,51604,,5.627741300142729
133,51992,,5.626994206355168
134,52380,,5.569770812988281
135,52768,,5.647255530724158
136,53156,,5.517940227801983
137,53544,,5.736730722280649
138,53932,,5.538291344275842
139,54320,,5.635121859036959
140,54708,,5.765011127178486
141,55096,,5.455747751089243
142,55484,,5.747157757098858
143,55872,,5.727500328650842
144,56260,,5.61921867957482
145,56648,,5.617432814378005
146,57036,,5.878714341383714
147,57424,,5.81156510573167
148,57812,,5.648215073805589
149,58200,,5.661832956167368
150,58588,,5.843698941744291
151,58976,,5.778201176570012
152,59364,,5.703380291278545
153,59752,,5.543144812950721
154,60140,,5.702056884765625
155,60528,,6.0180206298828125
156,60916,,5.798949021559495
157,61304,,5.907221867487981
158,61692,,5.799127432016226
159,62080,,5.837307269756611
160,62468,,5.77086169903095
161,62856,,5.844224783090445
162,63244,,5.79891850398137
163,63632,,5.94679201566256
164,64020,,5.867302527794471
165,64408,,5.766299321101262
166,64796,,5.651422353891226
167,65184,,5.834038367638221
168,65572,,5.813883267916166
169,65960,,5.728301415076623
170,66348,,5.8023505577674275
171,66736,,5.918888385479267
172,67124,,5.900915292593149
173,67512,,5.7528217022235575
174,67900,,5.794547447791467
175,68288,,5.685181250939002
176,68676,,5.68227034348708
177,69064,,5.86609121469351
178,69452,,5.845511216383714
179,69840,,5.84894033578726
180,70228,,5.745395953838642
181,70616,,5.63983389047476
182,71004,,5.834432748647837
183,71392,,6.022787240835337
184,71780,,5.667008033165565
185,72168,,5.713462829589844
186,72556,,5.573628352238582
187,72944,,5.985709557166467
188,73332,,5.865167471078726
189,73720,,5.9569854736328125
190,74108,,5.812903184157151
191,74496,,5.913636427659255
192,74884,,5.939022944523738
193,75272,,5.8011040320763225
194,75660,,6.057456383338342
195,76048,,5.735772352952224
196,76436,,5.968392592210036
197,76824,,6.007439246544471
198,77212,,5.859844501201923
199,77600,,5.682557912973257
