,batch_num,bleu,validation_loss,proportion_of_data
53,41904,0.0989493755953409,4.306473365196815,1
54,42680,0.10101724394254273,4.266490936279297,1
55,43456,0.10180299621783405,4.3620890103853664,1
56,44232,0.10239616637311269,4.248452700101412,1
57,45008,0.10336533239003994,4.177008115328276,1
58,45784,0.10134638288046317,4.245704650878906,1
59,46560,0.10010900002012135,4.309851132906401,1
60,47336,0.0980882057543009,4.29280266394982,1
61,48112,0.10282201239397036,4.224038637601412,1
62,48888,0.10597490943521772,4.2404632568359375,1
63,49664,0.1009684708875579,4.311610001784104,1
64,50440,0.10197821837510654,4.243920839749849,1
65,51216,0.10167226940123367,4.274849818303035,1
66,51992,0.10114831485115607,4.262406275822566,1
67,52768,0.1035123997130866,4.233274606557993,1
68,53544,0.10393696436488775,4.256981482872596,1
69,54320,0.09935393384074909,4.286757542536809,1
70,55096,0.10295535417826798,4.2377938490647535,1
71,55872,0.10241249308642994,4.2462765620304985,1
72,56648,0.10312696753051379,4.233435704157903,1
73,57424,0.10651725433588836,4.193284548245943,1
74,58200,0.1068160228379429,4.189229818490835,1
75,58976,0.10610672002681379,4.216848520132212,1
76,59752,0.10304250514265596,4.182639488807092,1
77,60528,0.09972493003040143,4.296288710374099,1
78,61304,0.10441183755161995,4.186749091515174,1
79,62080,0.10396326801673966,4.2474541297325725,1
80,62856,0.10504675484970694,4.204262366661658,1
81,63632,0.10381538761783858,4.169583247258113,1
82,64408,0.1061279665211251,4.246844658484826,1
83,65184,0.10384855282739054,4.204769721397986,1
84,65960,0.10249910531766859,4.271796006422776,1
85,66736,0.10304301679814791,4.232325333815354,1
86,67512,0.10186420623683988,4.270669496976412,1
87,68288,0.10500376814608876,4.22184078509991,1
88,69064,0.10218351191412896,4.28936767578125,1
89,69840,0.10421005810393867,4.1727154071514425,1
90,70616,0.10269829184887524,4.214994870699369,1
91,71392,0.10408501057830616,4.307378035325271,1
92,72168,0.10049934197703388,4.314042018010066,1
93,72944,0.10051809426759045,4.301881056565505,1
94,73720,0.10373619736289501,4.246934450589693,1
95,74496,0.1033063255019546,4.217033386230469,1
96,75272,0.10461975498759632,4.271229670597957,1
97,76048,0.1037919506622999,4.290456038254958,1
98,76824,0.10488846964008042,4.233715350811298,1
99,77600,0.1018248138830865,4.245235443115234,1
100,78376,0.10368283934000481,4.273143181434045,1
101,79152,0.10205332604060378,4.267798203688401,1
102,79928,0.10282310587779829,4.278212620661809,1
103,80704,0.10335425454005116,4.275910891019381,1
104,81480,0.10437047859841395,4.261052645169771,1
105,82256,0.10334140100680553,4.23313962496244,1
106,83032,0.10804136651839866,4.2324209946852465,1
107,83808,0.10302519782070288,4.267115372877854,1
108,84584,0.10033040665694315,4.266961611234224,1
109,85360,0.10516947147058602,4.234848315899189,1
110,86136,0.10456615008135739,4.233731489915114,1
111,86912,0.10476197039799288,4.279286017784705,1
112,87688,0.11414636168532348,4.219443101149339,1
113,88464,0.10519082776332223,4.240471766545222,1
114,89240,0.105440629856551,4.19839594914363,1
115,90016,0.10373781036104969,4.299756857065054,1
116,90792,0.10722651534938277,4.242968926062951,1
117,91568,0.10428301471211082,4.268700232872596,1
118,92344,0.10400682468251174,4.294094379131611,1
119,93120,0.10717235490592551,4.24902108999399,1
120,93896,0.10791409425230153,4.2350616455078125,1
121,94672,0.10670005078630287,4.200915703406701,1
122,95448,0.10948605370878099,4.280863541823167,1
123,96224,0.10503219701350723,4.24410893366887,1
124,97000,0.11555946331386323,4.239276299109826,1
125,97776,0.1042216422520536,4.38508782019982,1
126,98552,0.10480686834500881,4.277632199800932,1
127,99328,0.10866179330833167,4.221228379469651,1
128,100104,0.10492650568618037,4.350018427922175,1
129,100880,0.10646535614052698,4.276189070481521,1
130,101656,0.1062331117996177,4.223350231464092,1
131,102432,0.10270911409114089,4.31172855083759,1
132,103208,0.10318868058116547,4.309186201829177,1
133,103984,0.10231456615435237,4.326391366811899,1
134,104760,0.106031397345104,4.262918032132662,1
135,105536,0.105572027955006,4.259500943697416,1
136,106312,0.11108714137622304,4.217878781832182,1
137,107088,0.10312881887553385,4.30062983586238,1
138,107864,0.10533647431595666,4.256183037391076,1
139,108640,0.10637721058098254,4.27610837496244,1
140,109416,0.10101849726009919,4.363397744985727,1
141,110192,0.11229900667584422,4.200290679931641,1
142,110968,0.1070452740906129,4.315266829270583,1
143,111744,0.1026648011949147,4.27432133601262,1
144,112520,0.1051709750446725,4.253541506253756,1
145,113296,0.11174873086562957,4.251355978158804,1
146,114072,0.1082443129136209,4.214534172644982,1
147,114848,0.10970865845199114,4.291749514066256,1
148,115624,0.11035826291980178,4.254170931302584,1
149,116400,0.11030571932743703,4.228414095365084,1
150,117176,0.11045295280525323,4.218614138089693,1
151,117952,0.10873563893740203,4.264580946702224,1
152,118728,0.10499264707750443,4.274135883037861,1
153,119504,0.10696839336536125,4.268044985257662,1
154,120280,0.10520874123127692,4.222264509934646,1
155,121056,0.10869290506665293,4.242180750920222,1
156,121832,0.10428419448031905,4.267112731933594,1
157,122608,0.10557548683878397,4.321842193603516,1
158,123384,0.1042571216514867,4.296116168682392,1
159,124160,0.11103990924705508,4.186226477989783,1
160,124936,0.10753457099934656,4.264324775108924,1
161,125712,0.10965050922517539,4.297682835505559,1
162,126488,0.11120396931067571,4.244134756234976,1
163,127264,0.10496360975970095,4.244722219613882,1
164,128040,0.11216496125597078,4.287029559795673,1
165,128816,0.10430451947860622,4.265853588397686,1
166,129592,0.10668167731879247,4.288790776179387,1
167,130368,0.11302230248748729,4.186586233285757,1
168,131144,0.10499708999973151,4.301773364727314,1
169,131920,0.1081602463317425,4.264868516188401,1
170,132696,0.10816263552644557,4.267693152794471,1
171,133472,0.10815881690341261,4.310697995699369,1
172,134248,0.10412024682427337,4.319706550011268,1
173,135024,0.10533810471223512,4.278072650615986,1
174,135800,0.10270239960818354,4.364905430720403,1
175,136576,0.10405407597792922,4.311144021841196,1
176,137352,0.10822882598404027,4.25604981642503,1
177,138128,0.10458299794397147,4.3471383314866285,1
178,138904,0.1086907798708231,4.320766742412861,1
179,139680,0.10853468414137332,4.300209338848408,1
180,140456,0.10691874667533677,4.274134709284856,1
181,141232,0.11236403161178653,4.289953965407151,1
182,142008,0.1090999556896706,4.315766848050631,1
183,142784,0.10940185047711846,4.261482238769531,1
184,143560,0.10755341827977176,4.27452146089994,1
185,144336,0.10981039005979264,4.290438431959886,1
186,145112,0.10804272459711597,4.305015270526592,1
187,145888,0.11237288432225868,4.298418778639573,1
188,146664,0.10821300395506964,4.266424032358023,1
189,147440,0.10626694016146036,4.338117452768179,1
190,148216,0.10953493931837122,4.230699099027193,1
191,148992,0.10892189240629636,4.378782419057993,1
192,149768,0.11160579690912732,4.308895697960486,1
193,150544,0.10409417291762478,4.322482182429387,1
194,151320,0.10857603334165285,4.261673853947566,1
195,152096,0.10742432855954105,4.2489747267503,1
196,152872,0.1093453481044617,4.359695141132061,1
197,153648,0.11099342513767475,4.271902817946214,1
198,154424,0.10650683179926593,4.363467583289514,1
199,155200,0.1074398947931075,4.35059327345628,1
